"CANTIDAD","ESTADO","RADICACIÓN","DEMANDADO","IDENTIFICACIÓN","FECHA 
RADICACIÓN","AUTORIDAD JUDICIAL QUE TRAMITA","TIPO DE PROCESO","TIPO DE ACCIÓN"
"294","ACTIVO","85001333300320250032400","MUNICIPIO DE YOPAL","8918550177","2025-07-02T00:00:00.000","JUZGADO TERCERO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"295","ACTIVO","85001233300020250017100","MUNICIPIO DE YOPAL","8918550177","2025-11-28T00:00:00.000","TRIBUNAL ADMINISTRATIVO DE CASANARE","CONTENCIOSO ADMINISTRATIVO","NULIDAD SIMPLE"
"296","ACTIVO","85001333300520250020800","MUNICIPIO DE YOPAL","8918550177","2025-03-19T00:00:00.000","JUZGADO QUINTO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"297","ACTIVO","85001333300120250049400","NILSON ROLANDO VARGAS FONSECA","7126765","2025-12-15T00:00:00.000","JUZGADO PRIMERO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","REPARACIÓN DIRECTA"
"298","ACTIVO","85001333300520250041300","MUNICIPIO DE YOPAL","8918550177","2025-10-16T00:00:00.000","JUZGADO QUINTO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"299","ACTIVO","85001400300320250111900","RAMIRO RUIZ GONZALEZ.
SILVIA LILIANA RUIZ CALA
FRANCISCO CORONADO","5541105
52421392
78692552","2025-11-21T00:00:00.000","POR ESTABLECER","CONTENCIOSO ADMINISTRATIVO","EJECUTIVO"
"300","ACTIVO","85001400300120250111800","NELSON ESTUARDO VARGAS NAVARRETE
ROBERTO VARGAS NAVARRETE
MAGDALENA VARGAS NAVARRETE","19088550
19334771
20138364","2025-11-21T00:00:00.000","POR ESTABLECER","CONTENCIOSO ADMINISTRATIVO","EJECUTIVO"
"301","ACTIVO","85001333300420250039000","ALEXANDER PARRA DIAZ","74858758","2025-10-27T00:00:00.000","JUZGADO CUARTO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD SIMPLE"
"302","ACTIVO","85001333300120170004400","FISCALIA GENERAL DE LA NACIÓN
POLICIA NACIONAL","0/0/0","2025-01-25T00:00:00.000","JUZGADO TERCERO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","EJECUTIVO"
"303","ACTIVO","85001400300220250112300","ESPERANZA DIAZ FONSECA","93416103","2025-11-21T00:00:00.000","JUZGADO SEGUNDO CIVIL MUNICIPAL DE YOPAL","CIVIL - ORDINARIA","EJECUTIVO"
"304","ACTIVO","85001333300120250017100","MUNICIPIO DE YOPAL","8918550177","2025-02-28T00:00:00.000","JUZGADO PRIMERO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NUIDAD Y RESTABLECIMIENTO DEL DERECHO"
"305","ACTIVO","85001333300120230014000","MUNICIPIO DE YOPAL","8918550177","2023-08-16T00:00:00.000","JUZGADO QUINTO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"306","ACTIVO","85001333300420250039200","MUNICIPIO DE YOPAL","8918550177","2024-10-24T00:00:00.000","JUZGADO CUARTO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NUIDAD Y RESTABLECIMIENTO DEL DERECHO"
"307","ACTIVO","85001333300420250038100","MUNICIPIO DE YOPAL","8918550177","2025-10-15T00:00:00.000","JUZGADO CUARTO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NUIDAD Y RESTABLECIMIENTO DEL DERECHO"
"308","ACTIVO","85001333300420250037400","MUNICIPIO DE YOPAL","8918550177","2025-10-06T00:00:00.000","JUZGADO CUARTO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","REPARACION DIRECTA"
"309","ACTIVO","85001233300020230004400","MUNICIPIO DE YOPAL","8918550177","2023-06-27T00:00:00.000","TRIBUNAL ADMINISTRATIVO DE CASANARE","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"310","ACTIVO","85001333300520240016000","MUNICIPIO DE YOPAL","8918550177","2024-11-22T00:00:00.000","JUZGADO QUINTO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NUIDAD Y RESTABLECIMIENTO DEL DERECHO"
"311","ACTIVO","85001333300420250036800","DEPARTAMENTO DE CASANARE
RIGOBERTO MARTINEZ PAMPLONA
CARMENZA ALFONSO TOVAR
ANA SILVA GUTIERREZ RINCON
JOSE AVIGAIL ROSAS ROSAS
MARORA BOHORQUEZ
ALBA LILIA GOMEZ SANCHEZ
ROSA HELENA SAENZ","892099216-6
17526979
23724777
47430232
9653931
24143270
24226674
23740506","2025-09-25T00:00:00.000","JUZGADO CUARTO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD POR LESIVIDAD"
"312","ACTIVO","85001333300320250000300","MUNICIPIO DE YOPAL","8918550177","2024-12-18T00:00:00.000","JUZGADO TERCERO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"313","ACTIVO","85001333300320230014800","MUNICIPIO DE YOPAL","8918550177","2023-08-14T00:00:00.000","JUZGADO TERCERO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"314","ACTIVO","85001333300520240008000","MUNICIPIO DE YOPAL","8918550177","2024-08-09T00:00:00.000","JUZGADO QUINTO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"315","ACTIVO","11001031500020240700300
AT10982711 CALI
AT T11475088  YOPAL","CONSEJO DE ESTADO SECCIÓN CUARTA","N/A","0/0/0","CORTE CONSTITUCIONAL","ACCIONES CONSTITUCIONALES","ACCIÓN DE TUTELA"
"316","ACTIVO","85001233300020240009100","ALCALDIA DE YOPAL","8918550177","2024-08-20T00:00:00.000","TRIBUNAL ADMINISTRATIVO DE CASANARE","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"317","ACTIVO","85001333300120230012600","OSCAR EDUARDO PAEZ RODRIGUEZ","74814742","2023-07-27T00:00:00.000","JUZGADO QUINTO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD POR LESIVIDAD"
